[10:36:39.398] {'base_lr': 0.001,
 'batch_size': 24,
 'cfg': 'config_2d_aut.yml',
 'consistency': 2.0,
 'consistency_rampup': 50,
 'deterministic': False,
 'exp': 'ACDC_runs/vcps_hs',
 'gpu_id': 1,
 'is_hs': True,
 'labeled_bs': 12,
 'labeled_num': 3,
 'max_iterations': 30000,
 'model1': 'unet_hsseg',
 'model2': 'unet_hsseg',
 'num_classes': 4,
 'patch_size': [256, 256],
 'poly': True,
 'res_path': './results/ACDC',
 'root_path': '/home/chenyu/SSMIS/data/ACDC',
 'save_interval_epoch': 1000000,
 'seed': 2025,
 'test_interval_ep': 2}
[10:36:39.837] Total silices is: 1312, labeled slices is: 68
[10:36:39.837] 103 iterations per epoch
[10:36:41.453] iteration:1  t-loss1/2:4.5980/4.4152, loss-lb1/2:4.5980/4.4152, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.304] iteration:80  t-loss1/2:0.3843/0.4953, loss-lb1/2:0.3843/0.4953, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.416] iteration:81  t-loss1/2:0.4144/0.4974, loss-lb1/2:0.4144/0.4974, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.527] iteration:82  t-loss1/2:0.4725/0.5743, loss-lb1/2:0.4725/0.5743, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.638] iteration:83  t-loss1/2:0.4313/0.5350, loss-lb1/2:0.4313/0.5350, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.750] iteration:84  t-loss1/2:0.4130/0.4183, loss-lb1/2:0.4130/0.4183, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.861] iteration:85  t-loss1/2:0.4288/0.5980, loss-lb1/2:0.4288/0.5980, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:50.973] iteration:86  t-loss1/2:0.4501/0.4699, loss-lb1/2:0.4501/0.4699, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.085] iteration:87  t-loss1/2:0.5170/0.5005, loss-lb1/2:0.5170/0.5005, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.196] iteration:88  t-loss1/2:0.4866/0.4824, loss-lb1/2:0.4866/0.4824, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.308] iteration:89  t-loss1/2:0.4036/0.4675, loss-lb1/2:0.4036/0.4675, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.420] iteration:90  t-loss1/2:0.4127/0.4401, loss-lb1/2:0.4127/0.4401, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.534] iteration:91  t-loss1/2:0.3963/0.4398, loss-lb1/2:0.3963/0.4398, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.645] iteration:92  t-loss1/2:0.4421/0.4860, loss-lb1/2:0.4421/0.4860, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.757] iteration:93  t-loss1/2:0.4086/0.4238, loss-lb1/2:0.4086/0.4238, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.869] iteration:94  t-loss1/2:0.3914/0.4169, loss-lb1/2:0.3914/0.4169, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:51.981] iteration:95  t-loss1/2:0.3788/0.4397, loss-lb1/2:0.3788/0.4397, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.091] iteration:96  t-loss1/2:0.3491/0.3804, loss-lb1/2:0.3491/0.3804, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.202] iteration:97  t-loss1/2:0.4178/0.3791, loss-lb1/2:0.4178/0.3791, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.313] iteration:98  t-loss1/2:0.4569/0.4458, loss-lb1/2:0.4569/0.4458, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.423] iteration:99  t-loss1/2:0.4189/0.3092, loss-lb1/2:0.4189/0.3092, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.534] iteration:100  t-loss1/2:0.3975/0.3604, loss-lb1/2:0.3975/0.3604, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.645] iteration:101  t-loss1/2:0.3825/0.3283, loss-lb1/2:0.3825/0.3283, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.755] iteration:102  t-loss1/2:0.3527/0.3083, loss-lb1/2:0.3527/0.3083, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:36:52.868] iteration:103  t-loss1/2:0.3348/0.2979, loss-lb1/2:0.3348/0.2979, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:03.468]  <<Test>> - Ep:0  - mean_dice/mean_h95 - M1:43.58/24.19, Best-1:43.58, M2:36.82/32.45, Best-2:36.82
[10:37:03.468]           - AvgLoss1(lb/ulb/all):0.9772/0.0000/0.4120- AvgLoss2(lb/ulb/all):0.9111/0.0000/0.4196
[10:37:03.884] iteration:104  t-loss1/2:0.3465/0.4056, loss-lb1/2:0.3465/0.4056, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.003] iteration:105  t-loss1/2:0.3741/0.3272, loss-lb1/2:0.3741/0.3272, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.117] iteration:106  t-loss1/2:0.3341/0.3102, loss-lb1/2:0.3341/0.3102, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.229] iteration:107  t-loss1/2:0.3654/0.3992, loss-lb1/2:0.3654/0.3992, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.341] iteration:108  t-loss1/2:0.4173/0.4109, loss-lb1/2:0.4173/0.4109, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.452] iteration:109  t-loss1/2:0.3878/0.3434, loss-lb1/2:0.3878/0.3434, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.563] iteration:110  t-loss1/2:0.3338/0.2917, loss-lb1/2:0.3338/0.2917, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.675] iteration:111  t-loss1/2:0.3312/0.3811, loss-lb1/2:0.3312/0.3811, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.787] iteration:112  t-loss1/2:0.3668/0.2621, loss-lb1/2:0.3668/0.2621, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:04.898] iteration:113  t-loss1/2:0.3554/0.2521, loss-lb1/2:0.3554/0.2521, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.009] iteration:114  t-loss1/2:0.3426/0.3112, loss-lb1/2:0.3426/0.3112, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.121] iteration:115  t-loss1/2:0.3643/0.3313, loss-lb1/2:0.3643/0.3313, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.232] iteration:116  t-loss1/2:0.3191/0.3806, loss-lb1/2:0.3191/0.3806, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.344] iteration:117  t-loss1/2:0.4170/0.3251, loss-lb1/2:0.4170/0.3251, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.455] iteration:118  t-loss1/2:0.3062/0.2933, loss-lb1/2:0.3062/0.2933, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.566] iteration:119  t-loss1/2:0.3021/0.2814, loss-lb1/2:0.3021/0.2814, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.677] iteration:120  t-loss1/2:0.3749/0.3682, loss-lb1/2:0.3749/0.3682, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.789] iteration:121  t-loss1/2:0.2766/0.2770, loss-lb1/2:0.2766/0.2770, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:05.900] iteration:122  t-loss1/2:0.3098/0.2687, loss-lb1/2:0.3098/0.2687, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.011] iteration:123  t-loss1/2:0.4387/0.3741, loss-lb1/2:0.4387/0.3741, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.126] iteration:124  t-loss1/2:0.4558/0.3991, loss-lb1/2:0.4558/0.3991, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.238] iteration:125  t-loss1/2:0.3564/0.3246, loss-lb1/2:0.3564/0.3246, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.350] iteration:126  t-loss1/2:0.3123/0.3320, loss-lb1/2:0.3123/0.3320, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.462] iteration:127  t-loss1/2:0.2515/0.2546, loss-lb1/2:0.2515/0.2546, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.573] iteration:128  t-loss1/2:0.2533/0.2710, loss-lb1/2:0.2533/0.2710, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.684] iteration:129  t-loss1/2:0.3710/0.3818, loss-lb1/2:0.3710/0.3818, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.796] iteration:130  t-loss1/2:0.3095/0.3546, loss-lb1/2:0.3095/0.3546, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:06.908] iteration:131  t-loss1/2:0.3496/0.3019, loss-lb1/2:0.3496/0.3019, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.019] iteration:132  t-loss1/2:0.3578/0.3219, loss-lb1/2:0.3578/0.3219, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.131] iteration:133  t-loss1/2:0.2884/0.2919, loss-lb1/2:0.2884/0.2919, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.264] iteration:134  t-loss1/2:0.2898/0.2968, loss-lb1/2:0.2898/0.2968, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.376] iteration:135  t-loss1/2:0.3152/0.3141, loss-lb1/2:0.3152/0.3141, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.488] iteration:136  t-loss1/2:0.2425/0.2697, loss-lb1/2:0.2425/0.2697, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.600] iteration:137  t-loss1/2:0.3283/0.3442, loss-lb1/2:0.3283/0.3442, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.712] iteration:138  t-loss1/2:0.3119/0.2706, loss-lb1/2:0.3119/0.2706, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.825] iteration:139  t-loss1/2:0.2603/0.2826, loss-lb1/2:0.2603/0.2826, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:07.937] iteration:140  t-loss1/2:0.2475/0.2766, loss-lb1/2:0.2475/0.2766, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.050] iteration:141  t-loss1/2:0.3537/0.3697, loss-lb1/2:0.3537/0.3697, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.170] iteration:142  t-loss1/2:0.3571/0.3136, loss-lb1/2:0.3571/0.3136, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.286] iteration:143  t-loss1/2:0.2628/0.3410, loss-lb1/2:0.2628/0.3410, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.398] iteration:144  t-loss1/2:0.2252/0.2651, loss-lb1/2:0.2252/0.2651, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.510] iteration:145  t-loss1/2:0.2362/0.2496, loss-lb1/2:0.2362/0.2496, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.625] iteration:146  t-loss1/2:0.3697/0.2823, loss-lb1/2:0.3697/0.2823, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.738] iteration:147  t-loss1/2:0.3028/0.3193, loss-lb1/2:0.3028/0.3193, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.850] iteration:148  t-loss1/2:0.2158/0.2418, loss-lb1/2:0.2158/0.2418, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
[10:37:08.963] iteration:149  t-loss1/2:0.3122/0.3643, loss-lb1/2:0.3122/0.3643, loss-ulb1/2:0.0000/0.0000, weight:0.01, lr:0.0010
